Time,ID,LAT,LON,ALT,"#WiFi networks",SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
01/12/2017 11:04,inon,32.17230692,34.81390382,46.7222322,1,Lahav,fc:b4:e6:d2:86:9e,2462,-81
01/12/2017 11:04,inon,32.17257422,34.81234245,43.21979902,1,DIRECT-56-HP OfficeJet 6950,30:e1:71:be:67:57,2462,-90
01/12/2017 11:04,inon,32.17221785,34.81439829,49.17354104,1,BezeqFree,06:ae:db:58:73:75,2412,-74
01/12/2017 11:04,inon,32.17256794,34.81218573,43.0700849,2,Gil Kitchen,80:1f:02:a3:7d:62,2437,-83,varda,c4:12:f5:85:27:c2,2412,-87
03/12/2017 08:49,NRD90M.G950FXXU1AQJ5,32.10500618,35.21121884,710.775619,1,,1c:b9:c4:96:2b:e7,5180,-89
03/12/2017 08:49,NRD90M.G950FXXU1AQJ5,32.10494483,35.2104469,717.6172124,4,Ariel_University,1c:b9:c4:15:44:5c,5220,-78,,18:d6:c7:ad:25:1a,2472,-89,,00:1a:dd:f5:df:c4,2437,-89,,30:b5:c2:b8:40:36,2472,-91
01/12/2017 11:05,inon,32.17177366,34.81183742,41.75368558,1,Liza,8c:59:c3:ea:db:4b,5180,-91
01/12/2017 11:04,inon,32.17227247,34.81408017,47.69363736,1,BezeqFree,06:ae:db:58:73:75,2412,-57
01/12/2017 11:04,inon,32.17244369,34.81206366,42.9234122,2,kenley-up,88:dc:96:3b:f5:e0,2437,-87,DIR-825-4f83,80:26:89:0d:4f:84,2412,-89
01/12/2017 11:04,inon,65.0,55.0,42.69739355,1,varda,c4:12:f5:85:27:c2,2412,-80
01/12/2017 11:04,inon,65.0,55.0,43.21979902,1,HOTBOX1234,00:78:9e:f9:f5:5b,2412,-81
03/12/2017 08:49,NRD90M.G950FXXU1AQJ5,32.10503274,35.21095318,718.3536892,2,,1c:b9:c4:94:2b:c7,5180,-80,Ariel_University,1c:b9:c4:15:44:5c,5220,-91
